Date,Vegetable_Name,Units,Market_Price,Retail_Price,Shoping_Mall_Price
9/10/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
9/11/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
9/12/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
9/13/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
9/14/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
9/15/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
9/16/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
9/17/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
9/18/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
9/19/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
9/20/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
9/21/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
9/22/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
9/23/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
9/24/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
9/25/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
9/26/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
9/27/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
9/28/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
9/29/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
9/30/2022,Elephant Yam,1kg,24,28 - 30,29 - 40
10/1/2022,Elephant Yam,1kg,24,28 - 30,29 - 40
10/2/2022,Elephant Yam,1kg,24,28 - 30,29 - 40
10/3/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
10/4/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
10/5/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
10/6/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
10/7/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
10/8/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
10/9/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
10/10/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
10/11/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
10/12/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
10/13/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
10/14/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
10/15/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
10/16/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
10/17/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
10/18/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
10/19/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
10/20/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
10/21/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
10/22/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
10/23/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
10/24/2022,Elephant Yam,1kg,24,28 - 30,29 - 40
10/25/2022,Elephant Yam,1kg,24,28 - 30,29 - 40
10/26/2022,Elephant Yam,1kg,24,28 - 30,29 - 40
10/27/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
10/28/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
10/29/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
10/30/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
10/31/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
11/1/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
11/2/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
11/3/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
11/4/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
11/5/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
11/6/2022,Elephant Yam,1kg,24,28 - 30,29 - 40
11/7/2022,Elephant Yam,1kg,24,28 - 30,29 - 40
11/8/2022,Elephant Yam,1kg,24,28 - 30,29 - 40
11/9/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
11/10/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
11/11/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
11/12/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
11/13/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
11/14/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
11/15/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
11/16/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
11/17/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
11/18/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
11/19/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
11/20/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
11/21/2022,Elephant Yam,1kg,29,33 - 37,35 - 48
11/22/2022,Elephant Yam,1kg,29,33 - 37,35 - 48
11/23/2022,Elephant Yam,1kg,29,33 - 37,35 - 48
11/24/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
11/25/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
11/26/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
11/27/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
11/28/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
11/29/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
11/30/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
12/1/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
12/2/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
12/3/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
12/4/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
12/5/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
12/6/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
12/7/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
12/8/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
12/9/2022,Elephant Yam,1kg,30,35 - 38,36 - 50
12/10/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
12/11/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
12/12/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
12/13/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
12/14/2022,Elephant Yam,1kg,29,33 - 37,35 - 48
12/15/2022,Elephant Yam,1kg,29,33 - 37,35 - 48
12/16/2022,Elephant Yam,1kg,29,33 - 37,35 - 48
12/17/2022,Elephant Yam,1kg,29,33 - 37,35 - 48
12/18/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
12/19/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
12/20/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
12/21/2022,Elephant Yam,1kg,28,32 - 36,34 - 46
12/22/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
12/23/2022,Elephant Yam,1kg,27,31 - 34,32 - 45
12/24/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
12/25/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
12/26/2022,Elephant Yam,1kg,26,30 - 33,31 - 43
12/27/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
12/28/2022,Elephant Yam,1kg,25,29 - 32,30 - 41
12/29/2022,Elephant Yam,1kg,29,33 - 37,35 - 48
12/30/2022,Elephant Yam,1kg,29,33 - 37,35 - 48
12/31/2022,Elephant Yam,1kg,29,33 - 37,35 - 48
1/1/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
1/2/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
1/3/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
1/4/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
1/5/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
1/6/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
1/7/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
1/8/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
1/9/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
1/10/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
1/11/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
1/12/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
1/13/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
1/14/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
1/15/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
1/16/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
1/17/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
1/18/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
1/19/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
1/20/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
1/21/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
1/22/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
1/23/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
1/24/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
1/25/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
1/26/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
1/27/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
1/28/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
1/29/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
1/30/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
1/31/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
2/1/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
2/2/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
2/3/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
2/4/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
2/5/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
2/6/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/7/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/8/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/9/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/10/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/11/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/12/2023,Elephant Yam,1kg,26,30 - 33,31 - 43
2/13/2023,Elephant Yam,1kg,26,30 - 33,31 - 43
2/14/2023,Elephant Yam,1kg,26,30 - 33,31 - 43
2/15/2023,Elephant Yam,1kg,26,30 - 33,31 - 43
2/16/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/17/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/18/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/19/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/20/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/21/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/22/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
2/23/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
2/24/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
2/25/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
2/26/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
2/27/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
2/28/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
3/1/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
3/2/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
3/3/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
3/4/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
3/5/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
3/6/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
3/7/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
3/8/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
3/9/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
3/10/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
3/11/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
3/12/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
3/13/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
3/14/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
3/15/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
3/16/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
3/17/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
3/18/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
3/19/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
3/20/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
3/21/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
3/22/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
3/23/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
3/24/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
3/25/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
3/26/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
3/27/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
3/28/2023,Elephant Yam,1kg,30,35 - 38,36 - 50
3/29/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
3/30/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
3/31/2023,Elephant Yam,1kg,28,32 - 36,34 - 46
4/1/2023,Elephant Yam,1kg,26,30 - 33,31 - 43
4/2/2023,Elephant Yam,1kg,26,30 - 33,31 - 43
4/3/2023,Elephant Yam,1kg,26,30 - 33,31 - 43
4/4/2023,Elephant Yam,1kg,26,30 - 33,31 - 43
4/5/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/6/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/7/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/8/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/9/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/10/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
4/11/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
4/12/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
4/13/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
4/14/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
4/15/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
4/16/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
4/17/2023,Elephant Yam,1kg,27,31 - 34,32 - 45
4/18/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/19/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/20/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/21/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
4/22/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
4/23/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
4/24/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
4/25/2023,Elephant Yam,1kg,25,29 - 32,30 - 41
4/26/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/27/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/28/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/29/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
4/30/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
5/1/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
5/2/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
5/3/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
5/4/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
5/5/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
5/6/2023,Elephant Yam,1kg,24,28 - 30,29 - 40
5/7/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
5/8/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
5/9/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
5/10/2023,Elephant Yam,1kg,29,33 - 37,35 - 48
1/26/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
1/27/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
1/28/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
1/29/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
1/30/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
1/31/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
2/1/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
2/2/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
2/3/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
2/4/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
2/5/2022,Fenugreek Leaves,1kg,14,16 - 18,17 - 23
2/6/2022,Fenugreek Leaves,1kg,14,16 - 18,17 - 23
2/7/2022,Fenugreek Leaves,1kg,14,16 - 18,17 - 23
2/8/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
2/9/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
2/10/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
2/11/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
2/12/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
2/13/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
2/14/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
2/15/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
2/16/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
2/17/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
2/18/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
2/19/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
2/20/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
2/21/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
2/22/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
2/23/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
2/24/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
2/25/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
2/26/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
2/27/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
2/28/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
3/1/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
3/2/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
3/3/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
3/4/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
3/5/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
3/6/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
3/7/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
3/8/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
3/9/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
3/10/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
3/11/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
3/12/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
3/13/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
3/14/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
3/15/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
3/16/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
3/17/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
3/18/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
3/19/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
3/20/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
3/21/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
3/22/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
3/23/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
3/24/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
3/25/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
3/26/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
3/27/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
3/28/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
3/29/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
3/30/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
3/31/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
4/1/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/2/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/3/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/4/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
4/5/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
4/6/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
4/7/2022,Fenugreek Leaves,1kg,14,16 - 18,17 - 23
4/8/2022,Fenugreek Leaves,1kg,14,16 - 18,17 - 23
4/9/2022,Fenugreek Leaves,1kg,14,16 - 18,17 - 23
4/10/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/11/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/12/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/13/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/14/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/15/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/16/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/17/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
4/18/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
4/19/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
4/20/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
4/21/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
4/22/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
4/23/2022,Fenugreek Leaves,1kg,13,15 - 17,16 - 21
4/24/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/25/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/26/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
4/27/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
4/28/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
4/29/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
4/30/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/1/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/2/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/3/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/4/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/5/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
5/6/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
5/7/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
5/8/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
5/9/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
5/10/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
5/11/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/12/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/13/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/14/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/15/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
5/16/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
5/17/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
5/18/2022,Fenugreek Leaves,1kg,14,16 - 18,17 - 23
5/19/2022,Fenugreek Leaves,1kg,14,16 - 18,17 - 23
5/20/2022,Fenugreek Leaves,1kg,14,16 - 18,17 - 23
5/21/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
5/22/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
5/23/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
5/24/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
5/25/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
5/26/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
5/27/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
5/28/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/29/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/30/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
5/31/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
6/1/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
6/2/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
6/3/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
6/4/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
6/5/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
6/6/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
6/7/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
6/8/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
6/9/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
6/10/2022,Fenugreek Leaves,1kg,15,17 - 19,18 - 25
6/11/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
6/12/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
6/13/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
6/14/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
6/15/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
6/16/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
6/17/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
6/18/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
6/19/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
6/20/2022,Fenugreek Leaves,1kg,9,11-Oct,15-Nov
6/21/2022,Fenugreek Leaves,1kg,9,11-Oct,15-Nov
6/22/2022,Fenugreek Leaves,1kg,9,11-Oct,15-Nov
6/23/2022,Fenugreek Leaves,1kg,9,11-Oct,15-Nov
6/24/2022,Fenugreek Leaves,1kg,9,11-Oct,15-Nov
6/25/2022,Fenugreek Leaves,1kg,9,11-Oct,15-Nov
6/26/2022,Fenugreek Leaves,1kg,9,11-Oct,15-Nov
6/27/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
6/28/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
6/29/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
6/30/2022,Fenugreek Leaves,1kg,10,13-Dec,17-Dec
7/1/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
7/2/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
7/3/2022,Fenugreek Leaves,1kg,12,14 - 15,14 - 20
7/4/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
7/5/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
7/6/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
7/7/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
7/8/2022,Fenugreek Leaves,1kg,11,13 - 14,13 - 18
7/9/2022,Fenugreek Leaves,1kg,8,10-Sep,13-Oct
