Date,Vegetable_Name,Units,Market_Price,Retail_Price,Shoping_Mall_Price
11/9/2022,Cauliflower,1kg,40,46 - 51,48 - 66
11/10/2022,Cauliflower,1kg,40,46 - 51,48 - 66
11/11/2022,Cauliflower,1kg,40,46 - 51,48 - 66
11/12/2022,Cauliflower,1kg,40,46 - 51,48 - 66
11/13/2022,Cauliflower,1kg,40,46 - 51,48 - 66
11/14/2022,Cauliflower,1kg,40,46 - 51,48 - 66
11/15/2022,Cauliflower,1kg,40,46 - 51,48 - 66
11/16/2022,Cauliflower,1kg,40,46 - 51,48 - 66
11/17/2022,Cauliflower,1kg,40,46 - 51,48 - 66
11/18/2022,Cauliflower,1kg,24,28 - 30,29 - 40
11/19/2022,Cauliflower,1kg,24,28 - 30,29 - 40
11/20/2022,Cauliflower,1kg,24,28 - 30,29 - 40
11/21/2022,Cauliflower,1kg,24,28 - 30,29 - 40
11/22/2022,Cauliflower,1kg,24,28 - 30,29 - 40
11/23/2022,Cauliflower,1kg,24,28 - 30,29 - 40
11/24/2022,Cauliflower,1kg,28,32 - 36,34 - 46
11/25/2022,Cauliflower,1kg,28,32 - 36,34 - 46
11/26/2022,Cauliflower,1kg,24,28 - 30,29 - 40
11/27/2022,Cauliflower,1kg,24,28 - 30,29 - 40
11/28/2022,Cauliflower,1kg,25,29 - 32,30 - 41
11/29/2022,Cauliflower,1kg,25,29 - 32,30 - 41
11/30/2022,Cauliflower,1kg,28,32 - 36,34 - 46
12/1/2022,Cauliflower,1kg,28,32 - 36,34 - 46
12/2/2022,Cauliflower,1kg,28,32 - 36,34 - 46
12/3/2022,Cauliflower,1kg,27,31 - 34,32 - 45
12/4/2022,Cauliflower,1kg,27,31 - 34,32 - 45
12/5/2022,Cauliflower,1kg,27,31 - 34,32 - 45
12/6/2022,Cauliflower,1kg,27,31 - 34,32 - 45
12/7/2022,Cauliflower,1kg,27,31 - 34,32 - 45
12/8/2022,Cauliflower,1kg,27,31 - 34,32 - 45
12/9/2022,Cauliflower,1kg,27,31 - 34,32 - 45
12/10/2022,Cauliflower,1kg,25,29 - 32,30 - 41
12/11/2022,Cauliflower,1kg,25,29 - 32,30 - 41
12/12/2022,Cauliflower,1kg,25,29 - 32,30 - 41
12/13/2022,Cauliflower,1kg,25,29 - 32,30 - 41
12/14/2022,Cauliflower,1kg,28,32 - 36,34 - 46
12/15/2022,Cauliflower,1kg,28,32 - 36,34 - 46
12/16/2022,Cauliflower,1kg,28,32 - 36,34 - 46
12/17/2022,Cauliflower,1kg,28,32 - 36,34 - 46
12/18/2022,Cauliflower,1kg,24,28 - 30,29 - 40
12/19/2022,Cauliflower,1kg,24,28 - 30,29 - 40
12/20/2022,Cauliflower,1kg,24,28 - 30,29 - 40
12/21/2022,Cauliflower,1kg,24,28 - 30,29 - 40
12/22/2022,Cauliflower,1kg,24,28 - 30,29 - 40
12/23/2022,Cauliflower,1kg,24,28 - 30,29 - 40
12/24/2022,Cauliflower,1kg,26,30 - 33,31 - 43
12/25/2022,Cauliflower,1kg,26,30 - 33,31 - 43
12/26/2022,Cauliflower,1kg,26,30 - 33,31 - 43
12/27/2022,Cauliflower,1kg,24,28 - 30,29 - 40
12/28/2022,Cauliflower,1kg,24,28 - 30,29 - 40
12/29/2022,Cauliflower,1kg,28,32 - 36,34 - 46
12/30/2022,Cauliflower,1kg,28,32 - 36,34 - 46
12/31/2022,Cauliflower,1kg,28,32 - 36,34 - 46
1/1/2023,Cauliflower,1kg,28,32 - 36,34 - 46
1/2/2023,Cauliflower,1kg,28,32 - 36,34 - 46
1/3/2023,Cauliflower,1kg,28,32 - 36,34 - 46
1/4/2023,Cauliflower,1kg,25,29 - 32,30 - 41
1/5/2023,Cauliflower,1kg,25,29 - 32,30 - 41
1/6/2023,Cauliflower,1kg,25,29 - 32,30 - 41
1/7/2023,Cauliflower,1kg,25,29 - 32,30 - 41
1/8/2023,Cauliflower,1kg,25,29 - 32,30 - 41
1/9/2023,Cauliflower,1kg,25,29 - 32,30 - 41
1/10/2023,Cauliflower,1kg,25,29 - 32,30 - 41
1/11/2023,Cauliflower,1kg,26,30 - 33,31 - 43
1/12/2023,Cauliflower,1kg,26,30 - 33,31 - 43
1/13/2023,Cauliflower,1kg,26,30 - 33,31 - 43
1/14/2023,Cauliflower,1kg,27,31 - 34,32 - 45
1/15/2023,Cauliflower,1kg,27,31 - 34,32 - 45
1/16/2023,Cauliflower,1kg,27,31 - 34,32 - 45
1/17/2023,Cauliflower,1kg,27,31 - 34,32 - 45
1/18/2023,Cauliflower,1kg,26,30 - 33,31 - 43
1/19/2023,Cauliflower,1kg,26,30 - 33,31 - 43
1/20/2023,Cauliflower,1kg,24,28 - 30,29 - 40
1/21/2023,Cauliflower,1kg,27,31 - 34,32 - 45
1/22/2023,Cauliflower,1kg,27,31 - 34,32 - 45
1/23/2023,Cauliflower,1kg,27,31 - 34,32 - 45
1/24/2023,Cauliflower,1kg,27,31 - 34,32 - 45
1/25/2023,Cauliflower,1kg,26,30 - 33,31 - 43
1/26/2023,Cauliflower,1kg,26,30 - 33,31 - 43
1/27/2023,Cauliflower,1kg,26,30 - 33,31 - 43
1/28/2023,Cauliflower,1kg,26,30 - 33,31 - 43
1/29/2023,Cauliflower,1kg,26,30 - 33,31 - 43
1/30/2023,Cauliflower,1kg,26,30 - 33,31 - 43
1/31/2023,Cauliflower,1kg,27,31 - 34,32 - 45
2/1/2023,Cauliflower,1kg,27,31 - 34,32 - 45
2/2/2023,Cauliflower,1kg,27,31 - 34,32 - 45
2/3/2023,Cauliflower,1kg,28,32 - 36,34 - 46
2/4/2023,Cauliflower,1kg,28,32 - 36,34 - 46
2/5/2023,Cauliflower,1kg,28,32 - 36,34 - 46
2/6/2023,Cauliflower,1kg,25,29 - 32,30 - 41
2/7/2023,Cauliflower,1kg,25,29 - 32,30 - 41
2/8/2023,Cauliflower,1kg,25,29 - 32,30 - 41
2/9/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/10/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/11/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/12/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/13/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/14/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/15/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/16/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/17/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/18/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/19/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/20/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/21/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/22/2023,Cauliflower,1kg,24,28 - 30,29 - 40
2/23/2023,Cauliflower,1kg,25,29 - 32,30 - 41
2/24/2023,Cauliflower,1kg,25,29 - 32,30 - 41
2/25/2023,Cauliflower,1kg,25,29 - 32,30 - 41
2/26/2023,Cauliflower,1kg,25,29 - 32,30 - 41
2/27/2023,Cauliflower,1kg,25,29 - 32,30 - 41
2/28/2023,Cauliflower,1kg,28,32 - 36,34 - 46
3/1/2023,Cauliflower,1kg,28,32 - 36,34 - 46
3/2/2023,Cauliflower,1kg,28,32 - 36,34 - 46
3/3/2023,Cauliflower,1kg,28,32 - 36,34 - 46
3/4/2023,Cauliflower,1kg,24,28 - 30,29 - 40
3/5/2023,Cauliflower,1kg,24,28 - 30,29 - 40
3/6/2023,Cauliflower,1kg,24,28 - 30,29 - 40
3/7/2023,Cauliflower,1kg,24,28 - 30,29 - 40
3/8/2023,Cauliflower,1kg,24,28 - 30,29 - 40
3/9/2023,Cauliflower,1kg,24,28 - 30,29 - 40
3/10/2023,Cauliflower,1kg,25,29 - 32,30 - 41
3/11/2023,Cauliflower,1kg,25,29 - 32,30 - 41
3/12/2023,Cauliflower,1kg,25,29 - 32,30 - 41
3/13/2023,Cauliflower,1kg,25,29 - 32,30 - 41
3/14/2023,Cauliflower,1kg,24,28 - 30,29 - 40
3/15/2023,Cauliflower,1kg,24,28 - 30,29 - 40
3/16/2023,Cauliflower,1kg,24,28 - 30,29 - 40
3/17/2023,Cauliflower,1kg,28,32 - 36,34 - 46
3/18/2023,Cauliflower,1kg,28,32 - 36,34 - 46
3/19/2023,Cauliflower,1kg,27,31 - 34,32 - 45
3/20/2023,Cauliflower,1kg,27,31 - 34,32 - 45
3/21/2023,Cauliflower,1kg,27,31 - 34,32 - 45
3/22/2023,Cauliflower,1kg,27,31 - 34,32 - 45
3/23/2023,Cauliflower,1kg,27,31 - 34,32 - 45
3/24/2023,Cauliflower,1kg,28,32 - 36,34 - 46
3/25/2023,Cauliflower,1kg,28,32 - 36,34 - 46
3/26/2023,Cauliflower,1kg,28,32 - 36,34 - 46
3/27/2023,Cauliflower,1kg,28,32 - 36,34 - 46
3/28/2023,Cauliflower,1kg,28,32 - 36,34 - 46
3/29/2023,Cauliflower,1kg,25,29 - 32,30 - 41
3/30/2023,Cauliflower,1kg,25,29 - 32,30 - 41
3/31/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/1/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/2/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/3/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/4/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/5/2023,Cauliflower,1kg,28,32 - 36,34 - 46
4/6/2023,Cauliflower,1kg,28,32 - 36,34 - 46
4/7/2023,Cauliflower,1kg,28,32 - 36,34 - 46
4/8/2023,Cauliflower,1kg,28,32 - 36,34 - 46
4/9/2023,Cauliflower,1kg,28,32 - 36,34 - 46
4/10/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/11/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/12/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/13/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/14/2023,Cauliflower,1kg,28,32 - 36,34 - 46
4/15/2023,Cauliflower,1kg,28,32 - 36,34 - 46
4/16/2023,Cauliflower,1kg,28,32 - 36,34 - 46
4/17/2023,Cauliflower,1kg,28,32 - 36,34 - 46
4/18/2023,Cauliflower,1kg,24,28 - 30,29 - 40
4/19/2023,Cauliflower,1kg,24,28 - 30,29 - 40
4/20/2023,Cauliflower,1kg,24,28 - 30,29 - 40
4/21/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/22/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/23/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/24/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/25/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/26/2023,Cauliflower,1kg,26,30 - 33,31 - 43
4/27/2023,Cauliflower,1kg,26,30 - 33,31 - 43
4/28/2023,Cauliflower,1kg,26,30 - 33,31 - 43
4/29/2023,Cauliflower,1kg,25,29 - 32,30 - 41
4/30/2023,Cauliflower,1kg,25,29 - 32,30 - 41
5/1/2023,Cauliflower,1kg,25,29 - 32,30 - 41
5/2/2023,Cauliflower,1kg,26,30 - 33,31 - 43
5/3/2023,Cauliflower,1kg,26,30 - 33,31 - 43
5/4/2023,Cauliflower,1kg,26,30 - 33,31 - 43
5/5/2023,Cauliflower,1kg,26,30 - 33,31 - 43
5/6/2023,Cauliflower,1kg,26,30 - 33,31 - 43
5/7/2023,Cauliflower,1kg,25,29 - 32,30 - 41
5/8/2023,Cauliflower,1kg,25,29 - 32,30 - 41
5/9/2023,Cauliflower,1kg,25,29 - 32,30 - 41
5/10/2023,Cauliflower,1kg,25,29 - 32,30 - 41
1/26/2022,Cluster beans,1kg,50,58 - 64,60 - 83
1/27/2022,Cluster beans,1kg,50,58 - 64,60 - 83
1/28/2022,Cluster beans,1kg,46,53 - 58,55 - 76
1/29/2022,Cluster beans,1kg,46,53 - 58,55 - 76
1/30/2022,Cluster beans,1kg,50,58 - 64,60 - 83
1/31/2022,Cluster beans,1kg,50,58 - 64,60 - 83
2/1/2022,Cluster beans,1kg,50,58 - 64,60 - 83
2/2/2022,Cluster beans,1kg,45,52 - 57,54 - 74
2/3/2022,Cluster beans,1kg,45,52 - 57,54 - 74
2/4/2022,Cluster beans,1kg,45,52 - 57,54 - 74
2/5/2022,Cluster beans,1kg,40,46 - 51,48 - 66
2/6/2022,Cluster beans,1kg,40,46 - 51,48 - 66
2/7/2022,Cluster beans,1kg,40,46 - 51,48 - 66
2/8/2022,Cluster beans,1kg,50,58 - 64,60 - 83
2/9/2022,Cluster beans,1kg,50,58 - 64,60 - 83
2/10/2022,Cluster beans,1kg,50,58 - 64,60 - 83
2/11/2022,Cluster beans,1kg,50,58 - 64,60 - 83
2/12/2022,Cluster beans,1kg,40,46 - 51,48 - 66
2/13/2022,Cluster beans,1kg,40,46 - 51,48 - 66
2/14/2022,Cluster beans,1kg,49,56 - 62,59 - 81
2/15/2022,Cluster beans,1kg,49,56 - 62,59 - 81
2/16/2022,Cluster beans,1kg,49,56 - 62,59 - 81
2/17/2022,Cluster beans,1kg,50,58 - 64,60 - 83
2/18/2022,Cluster beans,1kg,50,58 - 64,60 - 83
2/19/2022,Cluster beans,1kg,50,58 - 64,60 - 83
2/20/2022,Cluster beans,1kg,48,55 - 61,58 - 79
2/21/2022,Cluster beans,1kg,48,55 - 61,58 - 79
2/22/2022,Cluster beans,1kg,48,55 - 61,58 - 79
2/23/2022,Cluster beans,1kg,48,55 - 61,58 - 79
2/24/2022,Cluster beans,1kg,48,55 - 61,58 - 79
2/25/2022,Cluster beans,1kg,48,55 - 61,58 - 79
2/26/2022,Cluster beans,1kg,44,51 - 56,53 - 73
2/27/2022,Cluster beans,1kg,44,51 - 56,53 - 73
2/28/2022,Cluster beans,1kg,46,53 - 58,55 - 76
3/1/2022,Cluster beans,1kg,46,53 - 58,55 - 76
3/2/2022,Cluster beans,1kg,46,53 - 58,55 - 76
3/3/2022,Cluster beans,1kg,46,53 - 58,55 - 76
3/4/2022,Cluster beans,1kg,32,37 - 41,38 - 53
3/5/2022,Cluster beans,1kg,32,37 - 41,38 - 53
3/6/2022,Cluster beans,1kg,32,37 - 41,38 - 53
3/7/2022,Cluster beans,1kg,36,41 - 46,43 - 59
3/8/2022,Cluster beans,1kg,36,41 - 46,43 - 59
3/9/2022,Cluster beans,1kg,30,35 - 38,36 - 50
3/10/2022,Cluster beans,1kg,30,35 - 38,36 - 50
3/11/2022,Cluster beans,1kg,30,35 - 38,36 - 50
3/12/2022,Cluster beans,1kg,30,35 - 38,36 - 50
3/13/2022,Cluster beans,1kg,30,35 - 38,36 - 50
3/14/2022,Cluster beans,1kg,36,41 - 46,43 - 59
3/15/2022,Cluster beans,1kg,36,41 - 46,43 - 59
3/16/2022,Cluster beans,1kg,36,41 - 46,43 - 59
3/17/2022,Cluster beans,1kg,33,38 - 42,40 - 54
3/18/2022,Cluster beans,1kg,33,38 - 42,40 - 54
3/19/2022,Cluster beans,1kg,33,38 - 42,40 - 54
3/20/2022,Cluster beans,1kg,37,43 - 47,44 - 61
3/21/2022,Cluster beans,1kg,37,43 - 47,44 - 61
3/22/2022,Cluster beans,1kg,32,37 - 41,38 - 53
3/23/2022,Cluster beans,1kg,32,37 - 41,38 - 53
3/24/2022,Cluster beans,1kg,32,37 - 41,38 - 53
3/25/2022,Cluster beans,1kg,31,36 - 39,37 - 51
3/26/2022,Cluster beans,1kg,31,36 - 39,37 - 51
3/27/2022,Cluster beans,1kg,31,36 - 39,37 - 51
3/28/2022,Cluster beans,1kg,35,40 - 44,42 - 58
3/29/2022,Cluster beans,1kg,35,40 - 44,42 - 58
3/30/2022,Cluster beans,1kg,35,40 - 44,42 - 58
3/31/2022,Cluster beans,1kg,35,40 - 44,42 - 58
4/1/2022,Cluster beans,1kg,38,44 - 48,46 - 63
4/2/2022,Cluster beans,1kg,38,44 - 48,46 - 63
4/3/2022,Cluster beans,1kg,38,44 - 48,46 - 63
4/4/2022,Cluster beans,1kg,35,40 - 44,42 - 58
4/5/2022,Cluster beans,1kg,35,40 - 44,42 - 58
4/6/2022,Cluster beans,1kg,35,40 - 44,42 - 58
4/7/2022,Cluster beans,1kg,35,40 - 44,42 - 58
4/8/2022,Cluster beans,1kg,35,40 - 44,42 - 58
4/9/2022,Cluster beans,1kg,35,40 - 44,42 - 58
4/10/2022,Cluster beans,1kg,32,37 - 41,38 - 53
4/11/2022,Cluster beans,1kg,32,37 - 41,38 - 53
4/12/2022,Cluster beans,1kg,32,37 - 41,38 - 53
4/13/2022,Cluster beans,1kg,32,37 - 41,38 - 53
4/14/2022,Cluster beans,1kg,32,37 - 41,38 - 53
4/15/2022,Cluster beans,1kg,32,37 - 41,38 - 53
4/16/2022,Cluster beans,1kg,32,37 - 41,38 - 53
4/17/2022,Cluster beans,1kg,36,41 - 46,43 - 59
4/18/2022,Cluster beans,1kg,36,41 - 46,43 - 59
4/19/2022,Cluster beans,1kg,36,41 - 46,43 - 59
4/20/2022,Cluster beans,1kg,36,41 - 46,43 - 59
4/21/2022,Cluster beans,1kg,36,41 - 46,43 - 59
4/22/2022,Cluster beans,1kg,36,41 - 46,43 - 59
4/23/2022,Cluster beans,1kg,36,41 - 46,43 - 59
4/24/2022,Cluster beans,1kg,36,41 - 46,43 - 59
4/25/2022,Cluster beans,1kg,36,41 - 46,43 - 59
4/26/2022,Cluster beans,1kg,36,41 - 46,43 - 59
4/27/2022,Cluster beans,1kg,34,39 - 43,41 - 56
4/28/2022,Cluster beans,1kg,34,39 - 43,41 - 56
4/29/2022,Cluster beans,1kg,34,39 - 43,41 - 56
4/30/2022,Cluster beans,1kg,33,38 - 42,40 - 54
5/1/2022,Cluster beans,1kg,33,38 - 42,40 - 54
5/2/2022,Cluster beans,1kg,34,39 - 43,41 - 56
5/3/2022,Cluster beans,1kg,34,39 - 43,41 - 56
5/4/2022,Cluster beans,1kg,34,39 - 43,41 - 56
5/5/2022,Cluster beans,1kg,34,39 - 43,41 - 56
5/6/2022,Cluster beans,1kg,34,39 - 43,41 - 56
5/7/2022,Cluster beans,1kg,34,39 - 43,41 - 56
5/8/2022,Cluster beans,1kg,33,38 - 42,40 - 54
5/9/2022,Cluster beans,1kg,33,38 - 42,40 - 54
5/10/2022,Cluster beans,1kg,33,38 - 42,40 - 54
5/11/2022,Cluster beans,1kg,32,37 - 41,38 - 53
5/12/2022,Cluster beans,1kg,32,37 - 41,38 - 53
5/13/2022,Cluster beans,1kg,32,37 - 41,38 - 53
5/14/2022,Cluster beans,1kg,32,37 - 41,38 - 53
5/15/2022,Cluster beans,1kg,31,36 - 39,37 - 51
5/16/2022,Cluster beans,1kg,31,36 - 39,37 - 51
5/17/2022,Cluster beans,1kg,31,36 - 39,37 - 51
5/18/2022,Cluster beans,1kg,38,44 - 48,46 - 63
5/19/2022,Cluster beans,1kg,38,44 - 48,46 - 63
5/20/2022,Cluster beans,1kg,38,44 - 48,46 - 63
5/21/2022,Cluster beans,1kg,30,35 - 38,36 - 50
5/22/2022,Cluster beans,1kg,30,35 - 38,36 - 50
5/23/2022,Cluster beans,1kg,30,35 - 38,36 - 50
5/24/2022,Cluster beans,1kg,30,35 - 38,36 - 50
5/25/2022,Cluster beans,1kg,31,36 - 39,37 - 51
5/26/2022,Cluster beans,1kg,31,36 - 39,37 - 51
5/27/2022,Cluster beans,1kg,31,36 - 39,37 - 51
5/28/2022,Cluster beans,1kg,37,43 - 47,44 - 61
5/29/2022,Cluster beans,1kg,37,43 - 47,44 - 61
5/30/2022,Cluster beans,1kg,37,43 - 47,44 - 61
5/31/2022,Cluster beans,1kg,37,43 - 47,44 - 61
6/1/2022,Cluster beans,1kg,31,36 - 39,37 - 51
6/2/2022,Cluster beans,1kg,31,36 - 39,37 - 51
6/3/2022,Cluster beans,1kg,31,36 - 39,37 - 51
6/4/2022,Cluster beans,1kg,36,41 - 46,43 - 59
6/5/2022,Cluster beans,1kg,36,41 - 46,43 - 59
6/6/2022,Cluster beans,1kg,36,41 - 46,43 - 59
6/7/2022,Cluster beans,1kg,36,41 - 46,43 - 59
6/8/2022,Cluster beans,1kg,36,41 - 46,43 - 59
6/9/2022,Cluster beans,1kg,36,41 - 46,43 - 59
6/10/2022,Cluster beans,1kg,36,41 - 46,43 - 59
6/11/2022,Cluster beans,1kg,34,39 - 43,41 - 56
6/12/2022,Cluster beans,1kg,34,39 - 43,41 - 56
6/13/2022,Cluster beans,1kg,34,39 - 43,41 - 56
6/14/2022,Cluster beans,1kg,38,44 - 48,46 - 63
6/15/2022,Cluster beans,1kg,38,44 - 48,46 - 63
6/16/2022,Cluster beans,1kg,38,44 - 48,46 - 63
6/17/2022,Cluster beans,1kg,38,44 - 48,46 - 63
6/18/2022,Cluster beans,1kg,37,43 - 47,44 - 61
6/19/2022,Cluster beans,1kg,37,43 - 47,44 - 61
6/20/2022,Cluster beans,1kg,34,39 - 43,41 - 56
6/21/2022,Cluster beans,1kg,34,39 - 43,41 - 56
6/22/2022,Cluster beans,1kg,34,39 - 43,41 - 56
6/23/2022,Cluster beans,1kg,37,43 - 47,44 - 61
6/24/2022,Cluster beans,1kg,37,43 - 47,44 - 61
6/25/2022,Cluster beans,1kg,37,43 - 47,44 - 61
6/26/2022,Cluster beans,1kg,37,43 - 47,44 - 61
6/27/2022,Cluster beans,1kg,38,44 - 48,46 - 63
6/28/2022,Cluster beans,1kg,38,44 - 48,46 - 63
6/29/2022,Cluster beans,1kg,38,44 - 48,46 - 63
6/30/2022,Cluster beans,1kg,38,44 - 48,46 - 63
7/1/2022,Cluster beans,1kg,30,35 - 38,36 - 50
7/2/2022,Cluster beans,1kg,30,35 - 38,36 - 50
7/3/2022,Cluster beans,1kg,30,35 - 38,36 - 50
7/4/2022,Cluster beans,1kg,35,40 - 44,42 - 58
7/5/2022,Cluster beans,1kg,35,40 - 44,42 - 58
7/6/2022,Cluster beans,1kg,35,40 - 44,42 - 58
7/7/2022,Cluster beans,1kg,35,40 - 44,42 - 58
7/8/2022,Cluster beans,1kg,35,40 - 44,42 - 58
7/9/2022,Cluster beans,1kg,35,40 - 44,42 - 58
7/10/2022,Cluster beans,1kg,35,40 - 44,42 - 58
7/11/2022,Cluster beans,1kg,35,40 - 44,42 - 58
7/12/2022,Cluster beans,1kg,30,35 - 38,36 - 50
7/13/2022,Cluster beans,1kg,30,35 - 38,36 - 50
7/14/2022,Cluster beans,1kg,35,40 - 44,42 - 58
7/15/2022,Cluster beans,1kg,35,40 - 44,42 - 58
7/16/2022,Cluster beans,1kg,35,40 - 44,42 - 58
7/17/2022,Cluster beans,1kg,38,44 - 48,46 - 63
7/18/2022,Cluster beans,1kg,38,44 - 48,46 - 63
7/19/2022,Cluster beans,1kg,38,44 - 48,46 - 63
7/20/2022,Cluster beans,1kg,38,44 - 48,46 - 63
7/21/2022,Cluster beans,1kg,34,39 - 43,41 - 56
7/22/2022,Cluster beans,1kg,34,39 - 43,41 - 56
7/23/2022,Cluster beans,1kg,34,39 - 43,41 - 56
7/24/2022,Cluster beans,1kg,36,41 - 46,43 - 59
7/25/2022,Cluster beans,1kg,36,41 - 46,43 - 59
7/26/2022,Cluster beans,1kg,36,41 - 46,43 - 59
7/27/2022,Cluster beans,1kg,36,41 - 46,43 - 59
7/28/2022,Cluster beans,1kg,36,41 - 46,43 - 59
7/29/2022,Cluster beans,1kg,36,41 - 46,43 - 59
7/30/2022,Cluster beans,1kg,36,41 - 46,43 - 59
7/31/2022,Cluster beans,1kg,36,41 - 46,43 - 59
8/1/2022,Cluster beans,1kg,37,43 - 47,44 - 61
8/2/2022,Cluster beans,1kg,37,43 - 47,44 - 61
8/3/2022,Cluster beans,1kg,37,43 - 47,44 - 61
8/4/2022,Cluster beans,1kg,31,36 - 39,37 - 51
8/5/2022,Cluster beans,1kg,31,36 - 39,37 - 51
8/6/2022,Cluster beans,1kg,31,36 - 39,37 - 51
8/7/2022,Cluster beans,1kg,31,36 - 39,37 - 51
8/8/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/9/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/10/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/11/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/12/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/13/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/14/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/15/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/16/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/17/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/18/2022,Cluster beans,1kg,37,43 - 47,44 - 61
8/19/2022,Cluster beans,1kg,37,43 - 47,44 - 61
8/20/2022,Cluster beans,1kg,37,43 - 47,44 - 61
8/21/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/22/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/23/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/24/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/25/2022,Cluster beans,1kg,32,37 - 41,38 - 53
8/26/2022,Cluster beans,1kg,35,40 - 44,42 - 58
8/27/2022,Cluster beans,1kg,35,40 - 44,42 - 58
8/28/2022,Cluster beans,1kg,35,40 - 44,42 - 58
8/29/2022,Cluster beans,1kg,35,40 - 44,42 - 58
8/30/2022,Cluster beans,1kg,30,35 - 38,36 - 50
8/31/2022,Cluster beans,1kg,30,35 - 38,36 - 50
9/1/2022,Cluster beans,1kg,30,35 - 38,36 - 50
9/2/2022,Cluster beans,1kg,30,35 - 38,36 - 50
9/3/2022,Cluster beans,1kg,30,35 - 38,36 - 50
9/4/2022,Cluster beans,1kg,30,35 - 38,36 - 50
9/5/2022,Cluster beans,1kg,34,39 - 43,41 - 56
9/6/2022,Cluster beans,1kg,32,37 - 41,38 - 53
9/7/2022,Cluster beans,1kg,32,37 - 41,38 - 53
9/8/2022,Cluster beans,1kg,32,37 - 41,38 - 53
9/9/2022,Cluster beans,1kg,32,37 - 41,38 - 53
9/10/2022,Cluster beans,1kg,79,91 - 100,95 - 130
9/11/2022,Cluster beans,1kg,81,93 - 103,97 - 134
9/12/2022,Cluster beans,1kg,81,93 - 103,97 - 134
9/13/2022,Cluster beans,1kg,81,93 - 103,97 - 134
9/14/2022,Cluster beans,1kg,81,93 - 103,97 - 134
9/15/2022,Cluster beans,1kg,81,93 - 103,97 - 134
9/16/2022,Cluster beans,1kg,71,82 - 90,85 - 117
9/17/2022,Cluster beans,1kg,71,82 - 90,85 - 117
9/18/2022,Cluster beans,1kg,71,82 - 90,85 - 117
9/19/2022,Cluster beans,1kg,80,92 - 102,96 - 132
9/20/2022,Cluster beans,1kg,80,92 - 102,96 - 132
9/21/2022,Cluster beans,1kg,80,92 - 102,96 - 132
9/22/2022,Cluster beans,1kg,73,84 - 93,88 - 120
9/23/2022,Cluster beans,1kg,73,84 - 93,88 - 120
9/24/2022,Cluster beans,1kg,73,84 - 93,88 - 120
9/25/2022,Cluster beans,1kg,82,94 - 104,98 - 135
9/26/2022,Cluster beans,1kg,82,94 - 104,98 - 135
9/27/2022,Cluster beans,1kg,82,94 - 104,98 - 135
9/28/2022,Cluster beans,1kg,77,89 - 98,92 - 127
9/29/2022,Cluster beans,1kg,77,89 - 98,92 - 127
9/30/2022,Cluster beans,1kg,76,87 - 97,91 - 125
10/1/2022,Cluster beans,1kg,76,87 - 97,91 - 125
10/2/2022,Cluster beans,1kg,76,87 - 97,91 - 125
10/3/2022,Cluster beans,1kg,81,93 - 103,97 - 134
10/4/2022,Cluster beans,1kg,81,93 - 103,97 - 134
10/5/2022,Cluster beans,1kg,81,93 - 103,97 - 134
